ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,account_id,escalation_flag
,,,,,,,A-c42f1f,False
,,,,,,,A-3d957b,False
,,,,,,,A-702032,False
,,,,,,,A-e83938,False
,,,,,,,A-00bed1,False
,,,,,,,A-f45426,False
,,,,,,,A-69b156,False
,,,,,,,A-e08cd3,False
,,,,,,,A-1b9609,False
,,,,,,,A-3793ee,False
,,,,,,,A-139c3b,False
,,,,,,,A-e08cd3,False
,,,,,,,A-e43bf7,True
,,,,,,,A-e693b6,False
,,,,,,,A-df1e44,False
,,,,,,,A-fdfc91,False
,,,,,,,A-310452,False
,,,,,,,A-9c18c4,False
,,,,,,,A-92a3af,False
,,,,,,,A-66224b,False
,,,,,,,A-fda07f,False
,,,,,,,A-c16cf7,False
,,,,,,,A-bb1486,False
,,,,,,,A-b3fe05,False
,,,,,,,A-2789e3,False
,,,,,,,A-35083d,False
,,,,,,,A-86902e,False
,,,,,,,A-69b156,False
,,,,,,,A-b44e3e,False
,,,,,,,A-3a7284,False
,,,,,,,A-b3fe05,False
,,,,,,,A-e5d6ab,False
,,,,,,,A-02fac6,False
,,,,,,,A-d3c88e,False
,,,,,,,A-812c5b,False
,,,,,,,A-80eeb6,True
,,,,,,,A-a865bd,False
,,,,,,,A-9f0b68,False
,,,,,,,A-09540c,False
,,,,,,,A-6e08f3,False
,,,,,,,A-e4144b,False
,,,,,,,A-0b0d6d,True
,,,,,,,A-7c4956,False
,,,,,,,A-54d94a,False
,,,,,,,A-1619f8,False
,,,,,,,A-f9cc74,False
,,,,,,,A-0532a9,False
,,,,,,,A-bece89,False
,,,,,,,A-342303,False
,,,,,,,A-ccc747,False
,,,,,,,A-751c58,False
,,,,,,,A-328bd0,False
,,,,,,,A-2ebb4b,False
,,,,,,,A-417d2f,False
,,,,,,,A-c1dfe1,False
,,,,,,,A-40906c,False
,,,,,,,A-d792a6,False
,,,,,,,A-1b7577,False
,,,,,,,A-13466a,True
,,,,,,,A-cc1d8d,False
,,,,,,,A-854864,False
,,,,,,,A-40a557,False
,,,,,,,A-410e86,False
,,,,,,,A-1b7577,False
,,,,,,,A-4f18f0,False
,,,,,,,A-443f6f,False
,,,,,,,A-149a69,False
,,,,,,,A-410e86,False
,,,,,,,A-5b1bcd,False
,,,,,,,A-3cc791,False
,,,,,,,A-671f31,False
,,,,,,,A-bb1eaa,False
,,,,,,,A-69b156,False
,,,,,,,A-075038,False
,,,,,,,A-8b25f2,False
,,,,,,,A-f03140,False
,,,,,,,A-eb2fdc,False
,,,,,,,A-4437e4,False
,,,,,,,A-4a4c2d,False
,,,,,,,A-40de06,False
,,,,,,,A-22d9d2,False
,,,,,,,A-117171,False
,,,,,,,A-34d880,False
,,,,,,,A-922109,False
,,,,,,,A-2e3bad,False
,,,,,,,A-702032,False
,,,,,,,A-751c58,False
,,,,,,,A-66224b,False
,,,,,,,A-855a48,False
,,,,,,,A-4a267b,False
,,,,,,,A-bc87bc,False
,,,,,,,A-86902e,False
,,,,,,,A-e7a1e2,False
,,,,,,,A-a45270,False
,,,,,,,A-0532a9,False
,,,,,,,A-d792a6,False
,,,,,,,A-2e4581,False
,,,,,,,A-139c3b,False
,,,,,,,A-5c9849,False
,,,,,,,A-7f6b86,False
,,,,,,,A-67be94,False
,,,,,,,A-328bd0,False
,,,,,,,A-65a46c,False
,,,,,,,A-9affe6,False
,,,,,,,A-9affe6,False
,,,,,,,A-2e3bad,False
,,,,,,,A-4a4c2d,False
,,,,,,,A-17939a,False
,,,,,,,A-484819,False
,,,,,,,A-65c341,False
,,,,,,,A-0dbdc6,False
,,,,,,,A-84ebe4,False
,,,,,,,A-7920cc,False
,,,,,,,A-de24d5,False
,,,,,,,A-5790f4,True
,,,,,,,A-8ae3fc,False
,,,,,,,A-d4ac0e,False
,,,,,,,A-684255,False
,,,,,,,A-c43359,False
,,,,,,,A-bc87bc,False
,,,,,,,A-bb3bd4,False
,,,,,,,A-44dc83,False
,,,,,,,A-bd4708,False
,,,,,,,A-1e1b80,False
,,,,,,,A-fd9422,False
,,,,,,,A-56962b,False
,,,,,,,A-c4ea60,False
,,,,,,,A-779e4e,False
,,,,,,,A-9077b0,False
,,,,,,,A-883b7d,False
,,,,,,,A-bece89,False
,,,,,,,A-40906c,False
,,,,,,,A-3cc791,False
,,,,,,,A-5a3eb9,False
,,,,,,,A-700ade,False
,,,,,,,A-b11cd0,False
,,,,,,,A-8bde0c,False
,,,,,,,A-0cc442,False
,,,,,,,A-4437e4,True
,,,,,,,A-526d93,False
,,,,,,,A-fda07f,False
,,,,,,,A-65c341,False
,,,,,,,A-7988d1,False
,,,,,,,A-526d93,False
,,,,,,,A-c16b88,False
,,,,,,,A-625d0b,False
,,,,,,,A-7f4db3,True
,,,,,,,A-d42431,False
,,,,,,,A-1986ca,False
,,,,,,,A-560d27,False
,,,,,,,A-068fc6,False
,,,,,,,A-69b156,False
,,,,,,,A-c42f1f,False
,,,,,,,A-0651a4,False
,,,,,,,A-17939a,False
,,,,,,,A-f45426,False
,,,,,,,A-d922bf,False
,,,,,,,A-f1f639,False
,,,,,,,A-716841,False
,,,,,,,A-b54c01,False
,,,,,,,A-78f02b,False
,,,,,,,A-51ec1b,False
,,,,,,,A-ed510f,False
,,,,,,,A-d4e0d4,False
,,,,,,,A-544d0a,True
,,,,,,,A-038089,False
,,,,,,,A-adc1f3,False
,,,,,,,A-0aaf6e,False
,,,,,,,A-671f31,False
,,,,,,,A-bc4d48,False
,,,,,,,A-7cfe77,False
,,,,,,,A-117171,False
,,,,,,,A-bbe56f,False
,,,,,,,A-2446e3,False
,,,,,,,A-a6d261,True
,,,,,,,A-186a44,False
,,,,,,,A-712f1c,False
,,,,,,,A-2d4502,False
,,,,,,,A-1f7acb,False
,,,,,,,A-f1f639,False
,,,,,,,A-4e0e85,False
,,,,,,,A-7d514c,False
,,,,,,,A-249769,False
,,,,,,,A-0dbdc6,False
,,,,,,,A-50f3f7,False
,,,,,,,A-dfbd31,False
,,,,,,,A-e51ec7,False
,,,,,,,A-cbbe12,False
,,,,,,,A-149a69,False
,,,,,,,A-7c5768,False
,,,,,,,A-462d45,False
,,,,,,,A-2789e3,False
,,,,,,,A-cb5333,False
,,,,,,,A-82861f,False
,,,,,,,A-4c6f11,False
,,,,,,,A-5c046d,False
,,,,,,,A-c37cab,False
,,,,,,,A-0f7d77,False
,,,,,,,A-34ea2f,False
,,,,,,,A-2d1036,False
,,,,,,,A-6f50ae,False
,,,,,,,A-883b7d,False
,,,,,,,A-de24d5,False
,,,,,,,A-463db0,False
,,,,,,,A-86fc1d,False
,,,,,,,A-f1f639,False
,,,,,,,A-6843f2,False
,,,,,,,A-337bc1,False
,,,,,,,A-2b9d3e,False
,,,,,,,A-751bd4,True
,,,,,,,A-0e966d,False
,,,,,,,A-6a4e2d,False
,,,,,,,A-4f18f0,False
,,,,,,,A-ff79f2,False
,,,,,,,A-f97b9a,False
,,,,,,,A-b9f5b1,False
,,,,,,,A-e351e1,False
,,,,,,,A-9208f0,False
,,,,,,,A-c43359,False
,,,,,,,A-afa505,False
,,,,,,,A-c70870,False
,,,,,,,A-dcc3f1,False
,,,,,,,A-22d9d2,False
,,,,,,,A-659280,False
,,,,,,,A-a1b80b,False
,,,,,,,A-296d7c,False
,,,,,,,A-86fc1d,False
,,,,,,,A-331424,False
,,,,,,,A-ed510f,False
,,,,,,,A-94d3da,False
,,,,,,,A-b3fe05,False
,,,,,,,A-337bc1,True
,,,,,,,A-69b156,False
,,,,,,,A-fd9422,False
,,,,,,,A-8ed5dd,False
,,,,,,,A-84ebe4,False
,,,,,,,A-18793f,False
,,,,,,,A-c16101,False
,,,,,,,A-55f257,False
,,,,,,,A-44dc83,False
,,,,,,,A-02fac6,False
,,,,,,,A-d77f4c,False
,,,,,,,A-b179bf,False
,,,,,,,A-de58ca,False
,,,,,,,A-202b67,False
,,,,,,,A-ba6516,False
,,,,,,,A-e61e98,False
,,,,,,,A-69fad4,False
,,,,,,,A-7988d1,False
,,,,,,,A-dcc3f1,False
,,,,,,,A-f44180,False
,,,,,,,A-fabe19,False
,,,,,,,A-034368,False
,,,,,,,A-9123ac,False
,,,,,,,A-f17767,False
,,,,,,,A-94d3da,False
,,,,,,,A-32fb14,False
,,,,,,,A-798a3f,False
,,,,,,,A-139c3b,False
,,,,,,,A-22f2df,False
,,,,,,,A-779e4e,False
,,,,,,,A-309e54,False
,,,,,,,A-76fa4d,False
,,,,,,,A-5a215a,False
,,,,,,,A-3ce5b8,False
,,,,,,,A-9badbd,False
,,,,,,,A-a7bd4b,False
,,,,,,,A-104f1a,True
,,,,,,,A-e08cd3,False
,,,,,,,A-59f724,False
,,,,,,,A-f1f639,False
,,,,,,,A-c222ab,False
,,,,,,,A-5c9849,True
,,,,,,,A-b7724f,False
,,,,,,,A-e4144b,False
,,,,,,,A-c58f49,True
,,,,,,,A-342303,False
,,,,,,,A-712426,False
,,,,,,,A-600734,False
,,,,,,,A-86902e,False
,,,,,,,A-02cd81,False
,,,,,,,A-2d1036,True
,,,,,,,A-439b2f,False
,,,,,,,A-8b0451,False
,,,,,,,A-9208f0,False
,,,,,,,A-443f6f,False
,,,,,,,A-53f4e3,False
,,,,,,,A-432483,False
,,,,,,,A-bbc346,False
,,,,,,,A-8ed5dd,False
,,,,,,,A-4f18f0,False
,,,,,,,A-6f8ad2,False
,,,,,,,A-96bbc6,False
,,,,,,,A-cbd1a3,False
,,,,,,,A-e5d6ab,False
,,,,,,,A-eb7c38,False
,,,,,,,A-e98302,False
,,,,,,,A-ad3abd,False
,,,,,,,A-c37601,False
,,,,,,,A-a09355,False
,,,,,,,A-d40bf7,False
,,,,,,,A-029f69,False
,,,,,,,A-1b7577,False
,,,,,,,A-eb2fdc,False
,,,,,,,A-241e75,False
,,,,,,,A-309e54,False
,,,,,,,A-0dbdc6,False
,,,,,,,A-7988d1,False
,,,,,,,A-ad296b,False
,,,,,,,A-8ed5dd,False
,,,,,,,A-67be94,False
,,,,,,,A-54d94a,False
,,,,,,,A-fd9422,True
,,,,,,,A-1e6fc3,False
,,,,,,,A-856b1e,True
,,,,,,,A-751c58,False
,,,,,,,A-8145a0,False
,,,,,,,A-fd9422,False
,,,,,,,A-50f3f7,False
,,,,,,,A-53f4e3,False
,,,,,,,A-bcf664,False
,,,,,,,A-016043,False
,,,,,,,A-b07346,False
,,,,,,,A-9123ac,False
,,,,,,,A-6965e1,False
,,,,,,,A-3a5ad8,False
,,,,,,,A-e3bd71,False
,,,,,,,A-202b67,False
,,,,,,,A-503d5a,False
,,,,,,,A-bcf664,False
,,,,,,,A-5247b3,False
,,,,,,,A-c608c8,False
,,,,,,,A-86902e,False
,,,,,,,A-2789e3,False
,,,,,,,A-5c9849,False
,,,,,,,A-55f257,False
,,,,,,,A-7c83a1,False
,,,,,,,A-0f7d77,False
,,,,,,,A-1986ca,False
,,,,,,,A-9289f6,False
,,,,,,,A-716841,False
,,,,,,,A-2e3bad,False
,,,,,,,A-1ac5e0,False
,,,,,,,A-7f29a7,False
,,,,,,,A-3793ee,False
,,,,,,,A-ad3abd,False
,,,,,,,A-0baac2,False
,,,,,,,A-fa2041,False
,,,,,,,A-e19ff6,False
,,,,,,,A-7641d3,True
,,,,,,,A-054577,False
,,,,,,,A-e98302,False
,,,,,,,A-3ce5b8,False
,,,,,,,A-6da850,False
,,,,,,,A-712533,False
,,,,,,,A-aa9511,False
,,,,,,,A-d62e02,False
,,,,,,,A-f03140,False
,,,,,,,A-781cc0,False
,,,,,,,A-40906c,False
,,,,,,,A-1f559b,False
,,,,,,,A-c9bb3e,False
,,,,,,,A-22f2df,False
,,,,,,,A-4c56c9,False
,,,,,,,A-7c83a1,False
,,,,,,,A-34ea2f,False
,,,,,,,A-bcbe98,False
,,,,,,,A-e1462e,False
,,,,,,,A-b11cd0,False
,,,,,,,A-f03140,False
,,,,,,,A-cc98bc,False
,,,,,,,A-84ebe4,False
,,,,,,,A-b78bf8,False
,,,,,,,A-9289f6,False
,,,,,,,A-0f6450,False
,,,,,,,A-30b4ca,False
,,,,,,,A-9bfc9f,False
,,,,,,,A-54ecc2,False
,,,,,,,A-bcf664,False
,,,,,,,A-e2cd1b,False
,,,,,,,A-fabe19,False
,,,,,,,A-671f31,False
,,,,,,,A-c45b23,False
,,,,,,,A-1f0636,False
,,,,,,,A-82861f,False
,,,,,,,A-068fc6,False
,,,,,,,A-1f7acb,False
,,,,,,,A-186a44,False
,,,,,,,A-6f8ad2,False
,,,,,,,A-dcc3f1,False
,,,,,,,A-3be56b,False
,,,,,,,A-cb6cc6,False
,,,,,,,A-cb5333,False
,,,,,,,A-20736a,False
,,,,,,,A-4e960a,False
,,,,,,,A-2ebb4b,False
,,,,,,,A-96e141,False
,,,,,,,A-1b7577,False
,,,,,,,A-9b9fe9,False
,,,,,,,A-b9eed8,True
,,,,,,,A-3b37d9,False
,,,,,,,A-96215d,False
,,,,,,,A-5ed98d,False
,,,,,,,A-0b0d6d,False
,,,,,,,A-c16cf7,False
,,,,,,,A-592832,False
,,,,,,,A-4a4c2d,False
,,,,,,,A-98a59a,False
,,,,,,,A-e4bf56,False
,,,,,,,A-4a4c2d,False
,,,,,,,A-9c18c4,False
,,,,,,,A-e08cd3,False
,,,,,,,A-dcc3f1,False
,,,,,,,A-65a46c,False
,,,,,,,A-1d5444,False
,,,,,,,A-0158bb,False
,,,,,,,A-7c6b6b,False
,,,,,,,A-ce66f8,False
,,,,,,,A-44dc83,False
,,,,,,,A-a09355,False
,,,,,,,A-c62e55,False
,,,,,,,A-3b37d9,False
,,,,,,,A-bd4513,False
,,,,,,,A-3a5ad8,False
,,,,,,,A-ccabf0,False
,,,,,,,A-5a215a,False
,,,,,,,A-8ae3fc,False
,,,,,,,A-50bb9f,False
,,,,,,,A-2789e3,False
,,,,,,,A-dec005,False
,,,,,,,A-ac85cd,False
,,,,,,,A-df1e44,False
,,,,,,,A-42b791,False
,,,,,,,A-c42f1f,False
,,,,,,,A-503d5a,False
,,,,,,,A-855a48,False
,,,,,,,A-7d514c,False
,,,43.0,,369.0,1.0,A-50bb9f,False
,,,,,,,A-c608c8,False
,,,,,,,A-6dee43,False
,,,,,,,A-508199,False
,,,,,,,A-3c1a3f,False
,,,,,,,A-425e76,False
,,,,,,,A-45ce7a,False
,,,,,,,A-4437e4,False
,,,,,,,A-1f0ac7,False
,,,,,,,A-4ef964,False
,,,,,,,A-7dacce,False
,,,,,,,A-e4bf56,False
,,,,,,,A-09316c,True
,,,,,,,A-296d7c,False
,,,,,,,A-4f18f0,False
,,,,,,,A-d4e0d4,False
,,,,,,,A-67be94,False
,,,,,,,A-417d2f,False
,,,,,,,A-462d45,False
,,,,,,,A-fe79a5,False
,,,,,,,A-855a48,False
,,,,,,,A-4ef964,False
,,,,,,,A-5b4ebb,False
,,,,,,,A-977ca0,False
,,,,,,,A-c37601,False
,,,,,,,A-e83938,False
,,,,,,,A-ba6516,False
,,,,,,,A-309e54,False
,,,,,,,A-671f31,False
,,,,,,,A-5a3eb9,False
,,,,,,,A-a45270,False
,,,,,,,A-7f4db3,False
,,,,,,,A-fb186e,False
,,,,,,,A-39ddf4,False
,,,,,,,A-625d0b,False
,,,,,,,A-40a557,False
,,,,,,,A-f19409,False
,,,,,,,A-684255,True
,,,,,,,A-956988,False
,,,,,,,A-4e960a,False
,,,,,,,A-65c341,False
,,,,,,,A-902ef7,False
,,,,,,,A-c70870,False
,,,,,,,A-bcbe98,False
,,,,,,,A-0baac2,False
,,,,,,,A-32fb14,False
,,,,,,,A-7df7a7,False
,,,,,,,A-71615e,False
,,,,,,,A-7dacce,False
,,,,,,,A-151c9a,False
,,,,,,,A-a8d89d,False
,,,,,,,A-0baac2,False
,,,,,,,A-bcf87c,False
,,,,,,,A-854864,False
,,,,,,,A-354f12,False
,,,,,,,A-ee42db,False
,,,,,,,A-484819,False
,,,,,,,A-cbbe12,False
,,,,,,,A-e3bd71,False
,,,,,,,A-dfbd31,False
,,,,,,,A-fd9422,False
,,,,,,,A-3f9cc0,False
,,,,,,,A-4bfa33,False
,,,,,,,A-69fad4,False
,,,,,,,A-c9bb3e,False
,,,,,,,A-5f7781,False
,,,,,,,A-0a282f,False
,,,,,,,A-e08cd3,False
,,,,,,,A-1f7acb,False
,,,,,,,A-b30291,False
,,,,,,,A-54ecc2,False
,,,,,,,A-0651a4,False
,,,,,,,A-c16101,False
,,,,,,,A-e2cd1b,False
,,,,,,,A-50bb9f,False
,,,,,,,A-1ac5e0,False
,,,,,,,A-271f46,False
,,,,,,,A-180abf,False
,,,,,,,A-37f969,False
,,,,,,,A-524364,False
,,,,,,,A-9bfc9f,False
,,,,,,,A-526d93,True
,,,,,,,A-90a8c8,False
,,,,,,,A-2922b6,False
,,,,,,,A-671f31,False
,,,,,,,A-59f724,False
,,,,,,,A-310452,False
,,,,,,,A-bad8c1,False
,,,,,,,A-db5e9e,False
,,,,,,,A-de58ca,False
,,,,,,,A-e4bf56,False
,,,,,,,A-625d0b,False
,,,,,,,A-410e86,False
,,,,,,,A-eb7fac,False
,,,,,,,A-712f1c,False
,,,,,,,A-a45270,False
,,,,,,,A-7c5768,False
,,,,,,,A-39b19f,False
,,,,,,,A-34d880,False
,,,,,,,A-1e1b80,False
,,,,,,,A-d4ac0e,False
,,,,,,,A-417d2f,False
,,,,,,,A-f446b6,False
,,,,,,,A-fb186e,False
,,,,,,,A-b07346,False
,,,,,,,A-2d1036,False
,,,,,,,A-5ed98d,False
,,,,,,,A-e4144b,False
,,,,,,,A-39ddf4,False
,,,,,,,A-de24d5,False
,,,,,,,A-328bd0,False
,,,,,,,A-0532a9,False
,,,,,,,A-84ebe4,False
,,,,,,,A-3a5ad8,False
,,,,,,,A-812c5b,False
,,,,,,,A-94d3da,False
,,,,,,,A-f1f639,False
,,,,,,,A-10b8da,False
,,,,,,,A-35083d,False
,,,,,,,A-4437e4,False
,,,,,,,A-9289f6,False
,,,,,,,A-08e34e,False
,,,,,,,A-2edab2,False
,,,,,,,A-8e47ca,True
,,,,,,,A-712f1c,False
,,,,,,,A-5790f4,False
,,,,,,,A-396e5f,False
,,,,,,,A-b7b7b7,False
,,,,,,,A-6a7c9d,False
,,,,,,,A-3d957b,False
,,,,,,,A-e61e98,False
,,,,,,,A-31ab9a,False
,,,,,,,A-016043,False
,,,,,,,A-463db0,False
,,,,,,,A-158f4e,False
,,,,,,,A-3a7284,False
,,,,,,,A-37f969,False
,,,,,,,A-c1dfe1,False
,,,,,,,A-1986ca,False
,,,,,,,A-afa505,False
,,,,,,,A-fd9422,False
,,,,,,,A-4814a3,False
,,,,,,,A-533452,False
,,,,,,,A-560d27,False
,,,,,,,A-7f4db3,False
,,,,,,,A-18793f,False
,,,,,,,A-7dacce,False
,,,,,,,A-9b9fe9,False
,,,,,,,A-3932db,False
,,,,,,,A-9f0b68,False
,,,,,,,A-9badbd,False
,,,,,,,A-89ee83,False
,,,,,,,A-e60f9d,False
,,,,,,,A-c9bb3e,False
,,,,,,,A-e7beab,False
,,,,,,,A-7f6b86,False
,,,,,,,A-bd4708,False
,,,,,,,A-e83938,False
,,,,,,,A-cc1d8d,False
,,,,,,,A-0f3e88,False
,,,,,,,A-b07b56,False
,,,,,,,A-118d55,False
,,,,,,,A-bb1eaa,False
,,,,,,,A-cdf020,False
,,,,,,,A-c7ffc2,False
,,,,,,,A-df10db,False
,,,,,,,A-c16101,False
,,,,,,,A-de58ca,False
,,,,,,,A-3932db,False
,,,,,,,A-39ddf4,False
,,,,,,,A-439b2f,False
,,,,,,,A-82d8a6,False
,,,,,,,A-31ab9a,False
,,,,,,,A-249769,False
,,,,,,,A-8b0451,False
,,,,,,,A-05f0e5,False
,,,,,,,A-94c3cd,True
,,,,,,,A-faa28c,False
,,,,,,,A-65a46c,False
,,,,,,,A-756192,False
,,,,,,,A-751bd4,False
,,,,,,,A-32728c,False
,,,,,,,A-af0cd2,False
,,,,,,,A-c16101,True
,,,,,,,A-5a92e7,False
,,,,,,,A-4c56c9,False
,,,,,,,A-3b5cd1,False
,,,,,,,A-e51ec7,False
,,,,,,,A-86cdb4,False
,,,,,,,A-69fad4,False
,,,,,,,A-f03140,False
,,,,,,,A-09316c,False
,,,,,,,A-05d3b3,False
,,,,,,,A-b54c01,False
,,,,,,,A-0f6450,False
,,,,,,,A-e40f45,False
,,,,,,,A-e43bf7,False
,,,,,,,A-50bb9f,False
,,,,,,,A-92a333,False
,,,,,,,A-13466a,False
,,,,,,,A-6da850,False
,,,,,,,A-ac14bb,False
,,,,,,,A-6dee43,False
,,,,,,,A-10b8f2,False
,,,,,,,A-712533,False
,,,,,,,A-5ed98d,False
,,,,,,,A-592832,False
,,,,,,,A-5c9849,False
,,,,,,,A-f6b2fb,False
,,,,,,,A-ccc747,True
,,,,,,,A-508199,False
,,,,,,,A-6a4e2d,True
,,,,,,,A-ffc04f,True
,,,,,,,A-e61e98,True
,,,,,,,A-241e75,False
,,,,,,,A-463db0,True
,,,,,,,A-22f2df,False
,,,,,,,A-186a44,False
,,,,,,,A-9ee962,False
,,,,,,,A-ac85cd,False
,,,,,,,A-eb7c38,False
,,,,,,,A-313be3,True
,,,,,,,A-417d2f,False
,,,,,,,A-443b7c,False
,,,,,,,A-149a69,False
,,,,,,,A-a0ca4e,True
,,,,,,,A-eb7fac,False
,,,,,,,A-e98302,False
,,,,,,,A-ad64c6,False
,,,,,,,A-cbd1a3,False
,,,,,,,A-922109,False
,,,,,,,A-c70870,False
,,,,,,,A-d27f50,False
,,,,,,,A-b9f5b1,False
,,,,,,,A-503d5a,False
,,,,,,,A-712f1c,False
,,,,,,,A-cea1f0,False
,,,,,,,A-558c72,False
,,,,,,,A-17939a,False
,,,,,,,A-503d5a,False
,,,,,,,A-cbbe12,False
,,,,,,,A-4c56c9,False
,,,,,,,A-8bde0c,False
,,,,,,,A-4814a3,False
,,,,,,,A-cd458b,False
,,,,,,,A-81edc3,False
,,,,,,,A-40a557,False
,,,,,,,A-cc98bc,False
,,,,,,,A-c37cab,False
,,,,,,,A-82d8a6,False
,,,,,,,A-8b0451,False
,,,,,,,A-de24d5,False
,,,,,,,A-96e141,False
,,,,,,,A-f446b6,False
,,,,,,,A-40a557,False
,,,,,,,A-32fb14,False
,,,,,,,A-d922bf,False
,,,,,,,A-089363,False
,,,,,,,A-856b1e,False
,,,,,,,A-c222ab,False
,,,,,,,A-c42f1f,True
,,,,,,,A-f25509,False
,,,,,,,A-202b67,False
,,,,,,,A-17939a,False
,,,,,,,A-53f4e3,False
,,,,,,,A-098560,True
,,,,,,,A-2edab2,False
,,,,,,,A-8b0451,False
,,,,,,,A-f19b24,False
,,,,,,,A-98a59a,False
,,,,,,,A-a7bd4b,False
,,,,,,,A-f17767,False
,,,,,,,A-39ddf4,False
,,,,,,,A-4f18f0,False
,,,,,,,A-fd7ad3,False
,,,,,,,A-22d9d2,False
,,,,,,,A-684255,False
,,,,,,,A-0532a9,False
,,,,,,,A-c43359,False
,,,,,,,A-9f9299,False
,,,,,,,A-51ec1b,True
,,,,,,,A-993085,False
,,,,,,,A-a33200,False
,,,,,,,A-c42f1f,False
,,,,,,,A-b179bf,False
,,,,,,,A-118d55,False
,,,,,,,A-702032,False
,,,,,,,A-05f0e5,False
,,,,,,,A-6dee43,False
,,,,,,,A-cdf020,False
,,,,,,,A-cc1d8d,False
,,,,,,,A-854864,False
,,,,,,,A-7a0d69,False
,,,,,,,A-038089,False
,,,,,,,A-d77f4c,False
,,,,,,,A-94f8c9,False
,,,,,,,A-331424,False
,,,,,,,A-716841,False
,,,,,,,A-c7e58b,False
,,,,,,,A-92a333,True
,,,,,,,A-4a267b,False
,,,,,,,A-3f9cc0,True
,,,,,,,A-53f4e3,False
,,,,,,,A-544d0a,False
,,,,,,,A-0b0d6d,False
,,,,,,,A-9f9299,False
,,,,,,,A-95b24a,False
,,,,,,,A-1e6fc3,False
,,,,,,,A-186a44,False
,,,,,,,A-0cc442,False
,,,,,,,A-f5641b,True
,,,,,,,A-7c6b6b,False
,,,,,,,A-44dc83,False
,,,,,,,A-ba6516,False
,,,,,,,A-d4ac0e,False
,,,,,,,A-32fb14,False
,,,,,,,A-7920cc,False
,,,,,,,A-180abf,False
,,,,,,,A-0651a4,False
,,,,,,,A-05f0e5,False
,,,,,,,A-7f4db3,False
,,,,,,,A-44dc83,False
,,,,,,,A-87aa7b,False
,,,,,,,A-f51f16,False
,,,,,,,A-7f4db3,False
,,,,,,,A-1986ca,False
,,,,,,,A-d4e0d4,False
,,,,,,,A-b07b56,False
,,,,,,,A-f25509,False
,,,,,,,A-20736a,False
,,,,,,,A-faa28c,False
,,,,,,,A-18793f,False
,,,,,,,A-ed510f,False
,,,,,,,A-9779ad,False
,,,,,,,A-dcc3f1,False
,,,,,,,A-34ea2f,False
,,,,,,,A-55f257,False
,,,,,,,A-e40f45,False
,,,,,,,A-443b7c,False
,,,,,,,A-068fc6,False
,,,,,,,A-6f50ae,False
,,,,,,,A-89ee83,False
,,,,,,,A-a865bd,False
,,,,,,,A-296d7c,False
,,,,,,,A-95b24a,False
,,,,,,,A-342303,False
,,,,,,,A-86902e,False
,,,,,,,A-59f724,False
,,,,,,,A-92a333,False
,,,,,,,A-3793ee,False
,,,,,,,A-31ab9a,False
,,,,,,,A-90a8c8,False
,,,,,,,A-f9cc74,False
,,,,,,,A-34ea2f,False
,,,,,,,A-2b9d3e,False
,,,,,,,A-78f02b,False
,,,,,,,A-9289f6,False
,,,,,,,A-e888d1,False
,,,,,,,A-139c3b,False
,,,,,,,A-0f6450,False
,,,,,,,A-00bed1,False
,,,,,,,A-7f6b86,False
,,,,,,,A-bc87bc,False
,,,,,,,A-dbc825,False
,,,,,,,A-443b7c,False
,,,,,,,A-4c38bc,False
,,,,,,,A-443b7c,False
,,,,,,,A-65c341,False
,,,42.0,,271.0,9.0,A-e4bf56,False
,,,,,,,A-9b9fe9,False
,,,,,,,A-de24d5,False
,,,,,,,A-bb3bd4,False
,,,,,,,A-f6b2fb,False
,,,,,,,A-80eeb6,False
,,,,,,,A-1b707d,False
,,,,,,,A-00bed1,False
,,,,,,,A-c4ea60,False
,,,,,,,A-417d2f,False
,,,,,,,A-b20d99,False
,,,,,,,A-d3c88e,False
,,,,,,,A-dfbd31,False
,,,,,,,A-b2225d,False
,,,,,,,A-7920cc,False
,,,,,,,A-fabe19,False
,,,,,,,A-3a5ad8,False
,,,,,,,A-462d45,False
,,,,,,,A-39ddf4,False
,,,,,,,A-e4bf56,False
,,,,,,,A-117171,False
,,,,,,,A-1e1b80,False
,,,,,,,A-e2cd1b,False
,,,,,,,A-3ce5b8,False
,,,,,,,A-f51f16,False
,,,,,,,A-ba6516,False
,,,,,,,A-158f4e,False
,,,,,,,A-3cc791,False
,,,,,,,A-e693b6,False
,,,,,,,A-fd9422,False
,,,,,,,A-87aa7b,True
,,,,,,,A-f9cc74,False
,,,,,,,A-8b0451,False
,,,,,,,A-7c5768,False
,,,,,,,A-118d55,False
,,,,,,,A-bb3bd4,False
,,,,,,,A-56962b,False
,,,,,,,A-8e47ca,True
,,,,,,,A-d40bf7,False
,,,,,,,A-84ebe4,False
,,,,,,,A-eb2fdc,False
,,,,,,,A-c9bb3e,False
,,,,,,,A-7f4db3,False
,,,,,,,A-f25509,False
,,,,,,,A-ad64c6,False
,,,,,,,A-81edc3,False
,,,,,,,A-94f8c9,False
,,,,,,,A-50bb9f,False
,,,,,,,A-34d880,False
,,,,,,,A-6da850,False
,,,,,,,A-cc1d8d,False
,,,,,,,A-e4bf56,False
,,,,,,,A-de58ca,False
,,,,,,,A-5c9849,False
,,,,,,,A-c42f1f,False
,,,,,,,A-9f0b68,False
,,,,,,,A-dcc3f1,False
