,gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,account_id,customer_id
17001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05002
17002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05003
17003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05004
17004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05005
17005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05006
17006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05007
17007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05008
17008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05009
17009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05010
17010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05011
17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05012
17012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05013
17013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05014
17014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05015
17015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05016
17016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05017
17017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05018
17018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05019
17019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05020
17020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05021
17021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05022
17022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05023
17023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05024
17024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05025
17025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05026
17026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05027
17027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05028
17028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05029
17029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05030
17030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05031
17031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05032
17032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05033
17033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05034
17034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05035
17035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05036
17036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05037
17037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05038
17038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05039
17039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05040
17040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05041
17041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05042
17042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05043
17043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05044
17044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05045
17045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05046
17046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05047
17047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05048
17048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05049
17049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05050
17050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05051
17051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05052
17052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05053
17053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05054
17054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05055
17055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05056
17056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05057
17057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05058
17058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05059
17059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05060
17060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05061
17061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05062
17062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05063
17063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05064
17064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05065
17065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05066
17066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05067
17067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05068
17068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05069
17069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05070
17070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05071
17071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05072
17072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05073
17073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05074
17074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05075
17075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05076
17076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05077
17077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05078
17078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05079
17079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05080
17080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05081
17081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05082
17082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05083
17083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05084
17084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05085
17085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05086
17086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05087
17087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05088
17088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05089
17089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05090
17090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05091
17091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05092
17092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05093
17093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05094
17094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05095
17095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05096
17096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05097
17097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05098
17098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05099
17099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05100
17100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05101
17101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05102
17102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05103
17103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05104
17104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05105
17105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05106
17106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05107
17107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05108
17108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05109
17109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05110
17110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05111
17111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05112
17112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05113
17113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05114
17114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05115
17115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05116
17116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05117
17117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05118
17118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05119
17119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05120
17120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05121
17121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05122
17122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05123
17123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05124
17124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05125
17125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05126
17126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05127
17127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05128
17128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05129
17129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05130
17130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05131
17131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05132
17132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05133
17133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05134
17134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05135
17135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05136
17136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05137
17137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05138
17138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05139
17139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05140
17140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05141
17141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05142
17142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05143
17143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05144
17144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05145
17145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05146
17146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05147
17147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05148
17148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05149
17149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05150
17150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05151
17151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05152
17152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05153
17153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05154
17154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05155
17155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05156
17156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05157
17157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05158
17158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05159
17159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05160
17160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05161
17161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05162
17162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05163
17163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05164
17164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05165
17165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05166
17166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05167
17167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05168
17168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05169
17169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05170
17170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05171
17171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05172
17172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05173
17173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05174
17174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05175
17175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05176
17176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05177
17177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05178
17178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05179
17179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05180
17180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05181
17181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05182
17182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05183
17183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05184
17184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05185
17185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05186
17186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05187
17187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05188
17188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05189
17189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05190
17190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05191
17191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05192
17192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05193
17193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05194
17194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05195
17195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05196
17196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05197
17197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05198
17198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05199
17199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05200
17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05201
17201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05202
17202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05203
17203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05204
17204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05205
17205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05206
17206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05207
17207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05208
17208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05209
17209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05210
17210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05211
17211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05212
17212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05213
17213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05214
17214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05215
17215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05216
17216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05217
17217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05218
17218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05219
17219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05220
17220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05221
17221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05222
17222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05223
17223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05224
17224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05225
17225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05226
17226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05227
17227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05228
17228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05229
17229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05230
17230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05231
17231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05232
17232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05233
17233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05234
17234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05235
17235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05236
17236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05237
17237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05238
17238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05239
17239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05240
17240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05241
17241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05242
17242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05243
17243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05244
17244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05245
17245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05246
17246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05247
17247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05248
17248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05249
17249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05250
17250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05251
17251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05252
17252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05253
17253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05254
17254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05255
17255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05256
17256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05257
17257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05258
17258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05259
17259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05260
17260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05261
17261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05262
17262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05263
17263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05264
17264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05265
17265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05266
17266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05267
17267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05268
17268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05269
17269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05270
17270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05271
17271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05272
17272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05273
17273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05274
17274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05275
17275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05276
17276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05277
17277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05278
17278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05279
17279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05280
17280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05281
17281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05282
17282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05283
17283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05284
17284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05285
17285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05286
17286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05287
17287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05288
17288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05289
17289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05290
17290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05291
17291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05292
17292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05293
17293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05294
17294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05295
17295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05296
17296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05297
17297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05298
17298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05299
17299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05300
17300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05301
17301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05302
17302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05303
17303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05304
17304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05305
17305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05306
17306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05307
17307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05308
17308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05309
17309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05310
17310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05311
17311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05312
17312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05313
17313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05314
17314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05315
17315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05316
17316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05317
17317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05318
17318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05319
17319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05320
17320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05321
17321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05322
17322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05323
17323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05324
17324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05325
17325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05326
17326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05327
17327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05328
17328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05329
